id,creation_time,property1,property2,property3,property4,property5,failed,failed_reason,time_of_death,details,type,fingerprint_hash,recruiter_id,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status
264,2021-11-04 15:33:10.79156,,,,,,f,,,{},participant,a1eb137baaeafacc1c07c08407c0a5ee,mturk,264,3RRCEFRB7O0Q6KK6JCTFNKLP5FJ4B8,264:3RRCEFRB7O0Q6KK6JCTFNKLP5FJ4B8,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:37:06.099043,1.2,1.1,{},approved
210,2021-11-04 15:20:25.366078,,,,,,f,,,{},participant,e826cfb4ff7e425ce881ea79c72af20f,mturk,210,3LBXNTKX0TJYGTTJ53HOTPNXA9GX9Z,210:3LBXNTKX0TJYGTTJ53HOTPNXA9GX9Z,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:24:00.869407,1.2,1.25,{},approved
260,2021-11-04 15:32:01.950282,,,,,,f,,,{},participant,5ca24cb1d2cc9d0c5543902946b647d5,mturk,260,3B2X28YI3Y34L7OK20MUKI5316P6BV,260:3B2X28YI3Y34L7OK20MUKI5316P6BV,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:37:36.456791,1.2,1.25,{},approved
207,2021-11-04 15:20:13.125339,,,,,,f,,,{},participant,6431f074e1c70242e2892d98444f9a92,mturk,207,3E1QT0TDFRX1CTLE1PB9QJ572QXI8Y,207:3E1QT0TDFRX1CTLE1PB9QJ572QXI8Y,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:25:14.788204,,,{},returned
263,2021-11-04 15:33:03.406337,,,,,,f,,,{},participant,6011f55405230f1d07f0a8f537ed34c0,mturk,263,37QW5D2ZRIAQ67OA615NULBUBO0S81,263:37QW5D2ZRIAQ67OA615NULBUBO0S81,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:38:56.028365,1.2,1.15,{},approved
266,2021-11-04 15:33:19.27349,,,,,,f,,,{},participant,4574e0aa3dbd97aa931aa01bf10ee09a,mturk,266,3X66WABAJY61F59DZKGAEQKG7RD3GZ,266:3X66WABAJY61F59DZKGAEQKG7RD3GZ,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:38:06.680831,1.2,1.2,{},approved
186,2021-11-04 15:17:49.915534,,,,,,f,,,{},participant,74fd97f46dbdc643f6583abaa32a20c4,mturk,186,323Q6SJS8K4AVDKH3LZU0ZLEPHVHFL,186:323Q6SJS8K4AVDKH3LZU0ZLEPHVHFL,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:26:34.334057,1.2,1.25,{},approved
270,2021-11-04 15:34:41.688563,,,,,,f,,,{},participant,0f04a0d1f80c53e5d53beb3d2f36b716,mturk,270,34BBWHLWHCZC2UHWZSRF4Z8TKX1IWE,270:34BBWHLWHCZC2UHWZSRF4Z8TKX1IWE,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:39:12.414527,1.2,1.4,{},approved
240,2021-11-04 15:27:11.186397,,,,,,f,,,{},participant,1613e7565206522450e224a65e7a517a,mturk,240,392CY0QWG3F0TSYCPMLW97P20424IE,240:392CY0QWG3F0TSYCPMLW97P20424IE,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:30:43.01825,1.2,1.35,{},approved
227,2021-11-04 15:23:44.558234,,,,,,f,,,{},participant,72218174d4b94bf30336ed33a07c30d2,mturk,227,3FTF2T8WLT6JRTOTVYL2R69Q17DW98,227:3FTF2T8WLT6JRTOTVYL2R69Q17DW98,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:29:33.424315,1.2,1.25,{},approved
388,2021-11-04 16:02:07.572233,,,,,,f,,,{},participant,d341a5102491506c4034993c4f688861,mturk,388,33JKGHPFYEI8BJY9S6YK092J8VLMND,388:33JKGHPFYEI8BJY9S6YK092J8VLMND,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:05:20.673499,1.2,1.15,{},approved
249,2021-11-04 15:29:22.028809,,,,,,f,,,{},participant,501bf6912b24f06d82f400a7b11b0f3b,mturk,249,34Q075JO1Z18UYKDYEDO55I32QA102,249:34Q075JO1Z18UYKDYEDO55I32QA102,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:32:48.419759,1.2,1.15,{},approved
275,2021-11-04 15:35:42.038554,,,,,,f,,,{},participant,21b8b6bd59f727fe89783bf343e48e8d,mturk,275,3OS4RQUCRB3040HV3TPYEOIGU5SFB7,275:3OS4RQUCRB3040HV3TPYEOIGU5SFB7,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:41:21.728965,1.2,1.25,{},approved
245,2021-11-04 15:29:06.213625,,,,,,f,,,{},participant,32099fdab50c8cd4b7d7a1ad9cfc182b,mturk,245,34J10VATJHM7IXLANJS9CAQ7WWKIQA,245:34J10VATJHM7IXLANJS9CAQ7WWKIQA,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:32:42.644788,1.2,1.15,{},approved
246,2021-11-04 15:29:10.437562,,,,,,f,,,{},participant,df56c117d22a77eb75778d8e753d2db5,mturk,246,37Z929RLGBW94RGY9ZGILH7HP1HTSN,246:37Z929RLGBW94RGY9ZGILH7HP1HTSN,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:35:00.628688,1.2,1.2,{},approved
252,2021-11-04 15:29:45.733704,,,,,,f,,,{},participant,732530688cff8e2816b7b05d18dc7501,mturk,252,33CID57106HH1XNEABDQRIPO380L3O,252:33CID57106HH1XNEABDQRIPO380L3O,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:32:48.405163,1.2,1.25,{},approved
292,2021-11-04 15:40:07.328971,,,,,,f,,,{},participant,77ef7f003fadefd1832aa38a26fab348,mturk,292,37Z929RLGBW94RGY9ZGILH7HP2MTSU,292:37Z929RLGBW94RGY9ZGILH7HP2MTSU,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,undefined,2021-11-04 15:44:42.553848,1.2,1.15,{},approved
298,2021-11-04 15:42:10.274692,,,,,,f,,,{},participant,82de4f7f2f7c18f4b0d6d23b265a8bdd,mturk,298,3RKNTXVS3OMLNAFEDYTJS91JNXZA4K,298:3RKNTXVS3OMLNAFEDYTJS91JNXZA4K,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:46:50.612802,1.2,1.15,{},approved
409,2021-11-04 16:04:55.463537,,,,,,f,,,{},participant,491f750c46262a449269633c4059a9b8,mturk,409,3Q5C1WP23OP7P56EVKJ0M0EUJZR51Z,409:3Q5C1WP23OP7P56EVKJ0M0EUJZR51Z,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:08:41.606446,1.2,1.15,{},approved
300,2021-11-04 15:42:17.318051,,,,,,f,,,{},participant,813f7d87eb3194b220de1560fffcbddf,mturk,300,35K3O9HUAD1YB3TFDKROFWO1X26FE8,300:35K3O9HUAD1YB3TFDKROFWO1X26FE8,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:46:21.138265,1.2,1.3,{},approved
480,2021-11-04 16:27:46.835753,,,,,,f,,,{},participant,38a5424b2d2305995d51cbca25d6caef,mturk,480,3R8YZBNQ9J6ATD4E4SOCLL0YIHGQ7W,480:3R8YZBNQ9J6ATD4E4SOCLL0YIHGQ7W,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:36:15.526218,1.2,1.25,{},approved
304,2021-11-04 15:42:50.086216,,,,,,f,,,{},participant,252d73a3f76c15f6155feb7de7056c7e,mturk,304,3DY46V3X3R66DN7XW7LCPQRBVFT55E,304:3DY46V3X3R66DN7XW7LCPQRBVFT55E,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:47:28.155253,1.2,1.5,{},approved
296,2021-11-04 15:41:24.802401,,,,,,f,,,{},participant,4046740cb7b27617d9cb4b3f7f0e92ed,mturk,296,34S9DKFK75D850NNB9MVU4PQH4UNYX,296:34S9DKFK75D850NNB9MVU4PQH4UNYX,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:49:22.967578,1.2,1.2,{},approved
410,2021-11-04 16:05:00.198242,,,,,,f,,,{},participant,11f84d5824272c82d55697f2a54a56d9,mturk,410,3VZLGYJEYNYDMKBW91BN6DPQPDBZXP,410:3VZLGYJEYNYDMKBW91BN6DPQPDBZXP,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:13:27.515237,1.2,1.3,{},approved
351,2021-11-04 15:53:21.557149,,,,,,f,,,{},participant,182e61a694702103ac0fa2d3982dabfb,mturk,351,3SLE99ER0P169H8V45J5HGYY6ANZBG,351:3SLE99ER0P169H8V45J5HGYY6ANZBG,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:58:15.557549,1.2,1.25,{},approved
390,2021-11-04 16:02:20.337822,,,,,,f,,,{},participant,23282d00c9788fd01cb6478d8024d2ef,mturk,390,3YMTUJH0DU4Q26ENJYK0NERBBMM4T1,390:3YMTUJH0DU4Q26ENJYK0NERBBMM4T1,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:08:12.707885,1.2,1.2,{},approved
318,2021-11-04 15:45:54.05362,,,,,,f,,,{},participant,839560701bbe646436cd7832118c1739,mturk,318,3AWETUDC94GGWPM1AFBM332B107IZ8,318:3AWETUDC94GGWPM1AFBM332B107IZ8,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:50:16.862243,1.2,1.2,{},approved
331,2021-11-04 15:49:40.042542,,,,,,f,,,{},participant,111933e1e90bbeca1cd1aa3b8a01d3a2,mturk,331,3G5F9DBFORLZRA67304YILO0DCNHVF,331:3G5F9DBFORLZRA67304YILO0DCNHVF,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:52:50.730862,1.2,1.4,{},approved
354,2021-11-04 15:53:49.109189,,,,,,f,,,{},participant,eb962561be332e44dba1132eb3f38c96,mturk,354,3LO69W1SU51IV9Z25QKAACEX7E6GLU,354:3LO69W1SU51IV9Z25QKAACEX7E6GLU,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:59:06.261092,1.2,1.4,{},approved
305,2021-11-04 15:42:53.098773,,,,,,f,,,{},participant,35f034353a1fe25a6644f939ebbe0ec3,mturk,305,3ZDAD0O1T31H082X39M5KPO94HOXT6,305:3ZDAD0O1T31H082X39M5KPO94HOXT6,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:50:39.118047,1.2,1.35,{},approved
317,2021-11-04 15:45:46.806408,,,,,,f,,,{},participant,95667a4c78fc44697fba2b8e0cab3f2a,mturk,317,3Z7VU45IP055WJQ328QGB4LPKXSZ1R,317:3Z7VU45IP055WJQ328QGB4LPKXSZ1R,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:52:50.906378,1.2,1.3,{},approved
340,2021-11-04 15:51:10.33554,,,,,,f,,,{},participant,d2a467753a979133cc93e3aa729b81e5,mturk,340,3AWETUDC94GGWPM1AFBM332B108IZ9,340:3AWETUDC94GGWPM1AFBM332B108IZ9,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:51:21.44219,,,{},returned
359,2021-11-04 15:55:02.960372,,,,,,f,,,{},participant,b4a56efe0de5a1e9f46c18b4143fd7f5,mturk,359,3U5NZHP4LTQMMQ9BHOVZCTZIROMPH2,359:3U5NZHP4LTQMMQ9BHOVZCTZIROMPH2,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:59:31.212734,1.2,1.35,{},approved
408,2021-11-04 16:04:51.94023,,,,,,f,,,{},participant,72dd5970084dd6f7a2ba14d3f68fc504,mturk,408,3XXU1SWE8OJ4OMXDUX6HG6B66LMA07,408:3XXU1SWE8OJ4OMXDUX6HG6B66LMA07,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:09:14.805407,1.2,1.35,{},approved
411,2021-11-04 16:05:44.442511,,,,,,f,,,{},participant,a4f8750740bdc42dd403534e0c5f8f52,mturk,411,3FDJT1UU76W9V6S03UPIRFATS5R5K2,411:3FDJT1UU76W9V6S03UPIRFATS5R5K2,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:09:13.216323,,,{},returned
310,2021-11-04 15:43:42.277598,,,,,,f,,,{},participant,e7526731184b7149f4629b154998506d,mturk,310,31QTRG6Q2V188LZ0ROZNYTULHKXYP8,310:31QTRG6Q2V188LZ0ROZNYTULHKXYP8,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:51:37.262762,1.2,1.1,{},approved
402,2021-11-04 16:04:02.856059,,,,,,f,,,{},participant,44d1a800ba03d3c26db9f3ebc2ed5c34,mturk,402,3VNXK88KKE66C4OO5OG654QCUZH9VJ,402:3VNXK88KKE66C4OO5OG654QCUZH9VJ,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:08:23.477437,1.2,1.25,{},approved
437,2021-11-04 16:14:24.734685,,,,,,f,,,{},participant,ea536193ddd2612d91573bbf58cb4004,mturk,437,3V5Q80FXIZFB0B1605VLCMQFX9D23M,437:3V5Q80FXIZFB0B1605VLCMQFX9D23M,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:18:37.17755,1.2,1.45,{},approved
375,2021-11-04 15:59:04.215986,,,,,,f,,,{},participant,5904243197b09d6c56609b646f7f31c2,mturk,375,3FQ5JJ512NCDLVY67UL4LWAFJQQKN6,375:3FQ5JJ512NCDLVY67UL4LWAFJQQKN6,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:02:50.935429,1.2,1.3,{},approved
406,2021-11-04 16:04:26.36135,,,,,,f,,,{},participant,3a37cef09d1c7183b6e9c4072bad3fe5,mturk,406,30LSNF239WJQQEJPL828GSS4GRAI22,406:30LSNF239WJQQEJPL828GSS4GRAI22,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:10:06.342016,1.2,1.3,{},approved
381,2021-11-04 15:59:52.791608,,,,,,f,,,{},participant,e1f84a6cac473f9641f05d2a913da686,mturk,381,3NG53N1RLX7TTF8IEK1TZG6JO5W8P6,381:3NG53N1RLX7TTF8IEK1TZG6JO5W8P6,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:10:18.93669,1.2,1.45,{},approved
439,2021-11-04 16:14:42.397137,,,,,,f,,,{},participant,1e72062d5dedf01abbeb3522d88a2256,mturk,439,3ZWFC4W1UWVNK7YKZQBOE3NKCRYFRN,439:3ZWFC4W1UWVNK7YKZQBOE3NKCRYFRN,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:20:49.736243,1.2,1.05,{},approved
446,2021-11-04 16:18:25.537553,,,,,,f,,,{},participant,d67d4683b757e115c578e5d91670977f,mturk,446,33IZTU6J83PGL8PIE9HFAKSN2YFXSM,446:33IZTU6J83PGL8PIE9HFAKSN2YFXSM,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:22:24.911493,1.2,1.2,{},approved
455,2021-11-04 16:20:41.816387,,,,,,f,,,{},participant,eeba90cbcc6c9b8be66be48066aafc5f,mturk,455,3HRMW88U18E5QN62R0WMPX6602D0MJ,455:3HRMW88U18E5QN62R0WMPX6602D0MJ,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:23:12.745641,1.2,0,{},did_not_attend
403,2021-11-04 16:04:03.375286,,,,,,f,,,{},participant,8ed52c6346022b2e0682b499d06923b6,mturk,403,3CPLWGV3MQNT4ZFF3XUFVNWZ8WF9N2,403:3CPLWGV3MQNT4ZFF3XUFVNWZ8WF9N2,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:10:55.406922,1.2,0,{},did_not_attend
663,2021-11-04 17:58:21.404016,,,,,,f,,,{},participant,509ecfb053ec3ec331eba2b5d9d86fb6,mturk,663,378XPAWRUE1FVHETYNVNMAB2SFIAIH,663:378XPAWRUE1FVHETYNVNMAB2SFIAIH,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 18:02:19.996729,1.2,1.4,{},approved
393,2021-11-04 16:03:06.680531,,,,,,f,,,{},participant,a302ad40f419f5de6bafda57e90539a3,mturk,393,37ZHEEHM6YAIMCYC6HCG8D7N8PY736,393:37ZHEEHM6YAIMCYC6HCG8D7N8PY736,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:07:49.662996,1.2,1.15,{},approved
378,2021-11-04 15:59:38.978877,,,,,,f,,,{},participant,a9b3336852ab4474abdac5b1b482fa8e,mturk,378,3ZGVPD4G6V56532C4RAQHA4KCHOTZ1,378:3ZGVPD4G6V56532C4RAQHA4KCHOTZ1,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:05:07.187534,1.2,1.25,{},approved
290,2021-11-04 15:39:16.845626,,,,,,f,,,{},participant,8d495810db1f017df4f9f1614610c63b,mturk,290,3GD6L00D3UL5XCRKNJ0M32PG5UE1MI,290:3GD6L00D3UL5XCRKNJ0M32PG5UE1MI,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:44:00.420719,1.2,1.25,{},approved
328,2021-11-04 15:49:24.715195,,,,,,f,,,{},participant,976bacbd9077cc5dc7e3129e6dae85e6,mturk,328,3CTOC39K39ET7Q019243OKOC4MK7JI,328:3CTOC39K39ET7Q019243OKOC4MK7JI,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:54:03.875618,1.2,1.35,{},approved
274,2021-11-04 15:35:14.040743,,,,,,f,,,{},participant,e619b93a88f1108a60d02c6c4106b9cd,mturk,274,3QUO65DNQWC96C3U2NPJ68JIBQPOUG,274:3QUO65DNQWC96C3U2NPJ68JIBQPOUG,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:46:36.267528,1.2,1.2,{},approved
425,2021-11-04 16:10:03.747268,,,,,,f,,,{},participant,ca877af6fc16155ffd0b0325eb20f9da,mturk,425,3483FV8BEG7AXUOOJ7TJJP2Z70H26U,425:3483FV8BEG7AXUOOJ7TJJP2Z70H26U,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:15:06.640843,1.2,1.2,{},approved
308,2021-11-04 15:43:31.792598,,,,,,f,,,{},participant,690beea1397becdf17486ffeecbad2fa,mturk,308,3KGTPGBS6Z9VZ5EPFPRMZVGFALSU2F,308:3KGTPGBS6Z9VZ5EPFPRMZVGFALSU2F,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:47:42.613677,1.2,1.35,{},approved
420,2021-11-04 16:09:23.532522,,,,,,f,,,{},participant,3247a04ed971ae4b2ad01a2c136df1b7,mturk,420,32SCWG5HIJS6P1PUL54VF2ASIA86PK,420:32SCWG5HIJS6P1PUL54VF2ASIA86PK,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:14:24.935456,1.2,1.3,{},approved
332,2021-11-04 15:49:40.982368,,,,,,f,,,{},participant,ec05581217ea3cbe991c0577056baa7e,mturk,332,3WS1NTTKE00ZKDEL5DS9U7MX31W0F7,332:3WS1NTTKE00ZKDEL5DS9U7MX31W0F7,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:56:06.210055,1.2,1.5,{},approved
386,2021-11-04 16:00:45.643967,,,,,,f,,,{},participant,51219c4d071f3ded74fa750976113a85,mturk,386,3XC1O3LBOUAM0EL8PQJH9VTMX8HLTB,386:3XC1O3LBOUAM0EL8PQJH9VTMX8HLTB,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:05:51.36866,1.2,1.3,{},approved
570,2021-11-04 17:13:11.482612,,,,,,f,,,{},participant,47a4b33c16c6272e7a998e0217b0bf35,mturk,570,3PXX5PX6LZM5890NSD360N7PXPSBA3,570:3PXX5PX6LZM5890NSD360N7PXPSBA3,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 17:17:31.516135,1.2,1.15,{},approved
320,2021-11-04 15:46:24.426466,,,,,,f,,,{},participant,19b346123e62b1b2760508700d448058,mturk,320,38BQUHLA9YOQT4YLTLYXFY2OY5OOMS,320:38BQUHLA9YOQT4YLTLYXFY2OY5OOMS,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:49:42.332153,1.2,1,{},approved
397,2021-11-04 16:03:35.353759,,,,,,f,,,{},participant,32d3ca48a8f69314956bf0b8555e3ee0,mturk,397,31Q0U3WYDR3MC9KXJDYXKKSQA5M71G,397:31Q0U3WYDR3MC9KXJDYXKKSQA5M71G,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:07:48.61807,1.2,1.3,{},approved
387,2021-11-04 16:00:53.95554,,,,,,f,,,{},participant,7f95ce6bd4b77a42857edbed4f7109a7,mturk,387,3YJ6NA41JD4IDW415OYKO6FX4GPJP0,387:3YJ6NA41JD4IDW415OYKO6FX4GPJP0,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:04:36.212251,1.2,1.35,{},approved
353,2021-11-04 15:53:45.353273,,,,,,f,,,{},participant,cbb62f8b3676fe98d8bb34f60c6d6d5d,mturk,353,36PW28KO41K3FCC7245W1VDA0MUEAV,353:36PW28KO41K3FCC7245W1VDA0MUEAV,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:58:15.415353,1.2,1.15,{},approved
349,2021-11-04 15:52:29.386433,,,,,,f,,,{},participant,a6155b8140177c26d976c6dd952c7f62,mturk,349,3QEMNNSB2ZNG4409Z6ISLMTZZ2ND7A,349:3QEMNNSB2ZNG4409Z6ISLMTZZ2ND7A,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:58:15.396801,1.2,1.4,{},approved
423,2021-11-04 16:09:53.498214,,,,,,f,,,{},participant,59544d5867738c31e3f6d9ce8e39db46,mturk,423,3MX2NQ3YCBIFF6R72D47H9IVOE6X5J,423:3MX2NQ3YCBIFF6R72D47H9IVOE6X5J,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:15:36.413838,1.2,1.2,{},approved
429,2021-11-04 16:12:14.540421,,,,,,f,,,{},participant,6f7daa2a209615d6a3bcc73309c2f247,mturk,429,3VE8AYVF8OLH22JO0H5ONMSFMZC8F6,429:3VE8AYVF8OLH22JO0H5ONMSFMZC8F6,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:15:55.271704,1.2,1.4,{},approved
404,2021-11-04 16:04:08.882802,,,,,,f,,,{},participant,111f10266d5525b47842c99b138275b6,mturk,404,3J2UYBXQQN031KLA4KP5019KA2W067,404:3J2UYBXQQN031KLA4KP5019KA2W067,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:11:52.167163,1.2,1.25,{},approved
427,2021-11-04 16:10:50.674453,,,,,,f,,,{},participant,5712f5ab41616db1d6a090b07b71827e,mturk,427,37UQDCYH6ZJ2YL0VQRIMR8Z6Z9TV7T,427:37UQDCYH6ZJ2YL0VQRIMR8Z6Z9TV7T,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:15:59.279964,1.2,1.3,{},approved
383,2021-11-04 16:00:28.373542,,,,,,f,,,{},participant,d3c7f6bfea504972da20ee92df95d076,mturk,383,3R6P78PK7MZ6EM77EZM1W3OE1RVTGD,383:3R6P78PK7MZ6EM77EZM1W3OE1RVTGD,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:03:46.461284,1.2,1.2,{},approved
358,2021-11-04 15:54:59.428223,,,,,,f,,,{},participant,b4d71133ee0e5f4f9b283d55efadc778,mturk,358,3X31TUMD7ZALRU9ZN7Z73PAR5PQ1LI,358:3X31TUMD7ZALRU9ZN7Z73PAR5PQ1LI,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:03:46.309781,1.2,1.3,{},approved
421,2021-11-04 16:09:37.544979,,,,,,f,,,{},participant,0291ff846a4270f2c1f58a260f6e8a30,mturk,421,3ON104KXQMKIUNIHE3PBAYYAFG44WR,421:3ON104KXQMKIUNIHE3PBAYYAFG44WR,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:16:41.521675,1.2,1.2,{},approved
382,2021-11-04 15:59:59.059535,,,,,,f,,,{},participant,49f4990e8dae77f9999b80fb52a8ecb3,mturk,382,3HFNH7HEMJ2TM6FFXVS6RYDRHKWQGW,382:3HFNH7HEMJ2TM6FFXVS6RYDRHKWQGW,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:09:10.297836,1.2,1.2,{},approved
401,2021-11-04 16:03:59.16404,,,,,,f,,,{},participant,c52c8940821193819334251357573fc4,mturk,401,3RGU30DZTCWCST7OD86S72L2ZBFMJ8,401:3RGU30DZTCWCST7OD86S72L2ZBFMJ8,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:08:23.489729,1.2,1.25,{},approved
412,2021-11-04 16:06:17.516192,,,,,,f,,,{},participant,b7594d61aa045e6594e2c7f782173889,mturk,412,3G2UL9A02F2HJVLUPJAEFGJ7IG267D,412:3G2UL9A02F2HJVLUPJAEFGJ7IG267D,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:17:20.756315,1.2,1.2,{},approved
441,2021-11-04 16:15:52.159998,,,,,,f,,,{},participant,6d132df83fd40d75a17510118484f487,mturk,441,3ND9UOO81MQESVP2KVOSWF0L121WLE,441:3ND9UOO81MQESVP2KVOSWF0L121WLE,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:23:35.700986,1.2,1.2,{},approved
741,2021-11-04 18:54:49.194169,,,,,,f,,,{},participant,79e4981744c02315f1acc21cd15edf47,mturk,741,3JCG6DTRV5EKZV9T0RXILCHTN7TQQF,741:3JCG6DTRV5EKZV9T0RXILCHTN7TQQF,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 18:58:27.654477,1.2,1.25,{},approved
430,2021-11-04 16:12:21.538547,,,,,,f,,,{},participant,66ef468b746d8ae38539bab66e7d8116,mturk,430,392CY0QWG3F0TSYCPMLW97P2058I40,430:392CY0QWG3F0TSYCPMLW97P2058I40,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 16:20:22.002969,1.2,1.25,{},approved
293,2021-11-04 15:40:24.494986,,,,,,f,,,{},participant,ba942be83edd81ecb46f67225ad492d4,mturk,293,36AHBNMV1T0ZJOWAMF8SYZDW31UYDU,293:36AHBNMV1T0ZJOWAMF8SYZDW31UYDU,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:46:36.241712,1.2,1.15,{},approved
302,2021-11-04 15:42:43.969865,,,,,,f,,,{},participant,dd8a84d2998ee60b101e2485074f38f0,mturk,302,3KIBXJ1WD7IV3GYI89LH0LAK90TKOJ,302:3KIBXJ1WD7IV3GYI89LH0LAK90TKOJ,3H4IKZHALC6C6HLFE57IP4VSEYFNN0,live,2021-11-04 15:44:00.445091,1.2,0,{},did_not_attend
